head0,184,150.0,186.0
head0,186,148.0,186.0
head0,187,150.0,174.0
head0,188,140.0,174.0
head0,190,142.0,178.0
head0,191,140.0,170.0
head0,192,134.0,166.0
head0,193,140.0,166.0
head0,195,142.0,162.0
head0,196,148.0,162.0
head0,197,142.0,166.0
head0,198,140.0,166.0
head0,199,142.0,162.0
head0,200,148.0,162.0
head0,202,142.0,166.0
head0,203,156.0,166.0
head0,206,158.0,162.0
head0,207,156.0,170.0
head0,208,134.0,190.0
head0,209,132.0,190.0
head0,210,150.0,170.0
head0,211,148.0,162.0
head0,212,158.0,166.0
head0,213,148.0,158.0
head0,214,158.0,162.0
head0,216,156.0,162.0
head0,219,166.0,166.0
head1,207,28.0,191.0
head1,212,32.0,183.0
head1,213,34.0,189.0
head1,214,36.0,187.0
head1,215,38.0,185.0
head1,218,28.0,179.0
head1,219,36.0,169.0
head1,220,44.0,163.0
head1,221,40.0,184.0
head1,223,52.0,185.0
head1,224,44.0,166.0
head1,225,44.0,159.0
head1,226,44.0,164.0
head1,228,44.0,157.0
head1,229,52.0,175.0
head1,230,56.0,173.0
head1,231,48.0,159.0
head1,232,52.0,165.0
head1,233,52.0,151.0
head1,234,48.0,149.0
head1,235,44.0,151.0
head1,236,52.0,149.0
head1,237,48.0,143.0
head1,240,60.0,141.0
head1,244,52.0,143.0
head1,245,60.0,149.0
head1,246,56.0,143.0
head1,249,64.0,157.0
head2,230,241.0,127.0
head2,232,229.0,127.0
head2,233,229.0,107.0
head2,235,225.0,124.0
head2,236,217.0,121.0
head2,237,221.0,106.0
head2,238,213.0,111.0
head2,239,217.0,104.0
head2,240,217.0,101.0
head2,241,223.0,113.0
head2,242,209.0,105.0
head2,243,199.0,101.0
head2,244,201.0,101.0
head2,245,199.0,97.0
head2,246,193.0,97.0
head2,247,191.0,93.0
head2,248,199.0,95.0
head2,249,198.0,100.0
head2,250,198.0,98.0
head2,251,193.0,89.0
head2,252,192.0,91.0
head2,253,194.0,91.0
head2,254,197.0,89.0
head2,255,190.0,87.0
head2,256,179.0,81.0
head2,257,188.0,71.0
head2,258,177.0,73.0
head2,259,146.0,55.0
head3,268,263.0,164.0
head3,269,266.0,164.0
head3,270,257.0,192.0
head3,271,263.0,176.0
head3,272,256.0,174.0
head3,273,253.0,160.0
head3,274,255.0,174.0
head3,275,251.0,172.0
head3,276,251.0,178.0
head3,277,250.0,180.0
head3,278,245.0,178.0
head3,279,247.0,178.0
head3,280,245.0,176.0
head3,281,239.0,170.0
head3,282,244.0,179.0
head3,283,243.0,171.0
head3,284,248.0,172.0
head3,285,246.0,174.0
head3,286,241.0,171.0
head3,287,234.0,164.0
head3,290,215.0,169.0
head4,172,104.0,264.0
head4,173,101.0,268.0
head4,174,99.0,265.0
head4,175,98.0,263.0
head4,176,103.0,261.0
head4,177,95.0,259.0
head4,178,91.0,253.0
head4,179,91.0,251.0
head4,180,102.0,254.0
head4,181,94.0,252.0
head4,182,86.0,250.0
head4,183,97.0,247.0
head4,184,97.0,246.0
head4,185,95.0,252.0
head4,186,101.0,245.0
head4,187,96.0,249.0
head4,188,88.0,247.0
head4,189,100.0,246.0
head4,190,92.0,233.0
head4,191,100.0,238.0
head4,192,100.0,235.0
head4,193,105.0,237.0
head4,194,110.0,233.0
head4,195,103.0,234.0
head4,196,108.0,230.0
head4,197,107.0,229.0
head4,198,118.0,229.0
head4,199,141.0,209.0
head4,200,117.0,223.0
head4,201,117.0,228.0
head4,202,122.0,227.0
