196, 1, 179, 64, 56, 56
324, 1, 131, 57, 56, 56
325, 1, 123, 62, 56, 56
327, 1, 127, 62, 56, 56
328, 1, 134, 57, 56, 56
329, 1, 128, 55, 56, 56
330, 1, 133, 56, 56, 56
331, 1, 132, 58, 56, 56
332, 1, 130, 63, 56, 56
333, 1, 130, 65, 56, 56
334, 1, 128, 66, 56, 56
335, 1, 129, 66, 56, 56
336, 1, 128, 69, 56, 56
337, 1, 127, 69, 56, 56
338, 1, 124, 76, 56, 56
339, 1, 125, 79, 56, 56
340, 1, 123, 46, 56, 56
341, 1, 122, 54, 56, 56
342, 1, 124, 78, 56, 56
343, 1, 132, 89, 56, 56
344, 1, 127, 51, 56, 56
345, 1, 125, 59, 56, 56
346, 1, 126, 60, 56, 56
347, 1, 117, 74, 56, 56
348, 1, 113, 77, 56, 56
349, 1, 125, 101, 56, 56
350, 1, 122, 79, 56, 56
351, 1, 115, 78, 56, 56
352, 1, 137, 55, 56, 56
353, 1, 113, 91, 56, 56
354, 1, 118, 96, 56, 56
355, 1, 113, 100, 56, 56
356, 1, 115, 101, 56, 56
357, 1, 110, 102, 56, 56
357, 1, 167, 47, 56, 56
358, 1, 173, 47, 56, 56
358, 1, 109, 109, 56, 56
359, 1, 172, 48, 56, 56
360, 1, 170, 48, 56, 56
360, 1, 105, 114, 56, 56
361, 1, 168, 48, 56, 56
361, 1, 161, 98, 56, 56
362, 1, 167, 50, 56, 56
362, 1, 104, 123, 56, 56
363, 1, 164, 49, 56, 56
363, 1, 104, 124, 56, 56
364, 1, 162, 47, 56, 56
365, 1, 155, 48, 56, 56
366, 1, 161, 50, 56, 56
366, 1, 99, 140, 56, 56
366, 1, 113, 49, 56, 56
367, 1, 157, 52, 56, 56
368, 1, 162, 52, 56, 56
368, 1, 90, 146, 56, 56
369, 1, 91, 147, 56, 56
369, 1, 154, 51, 56, 56
370, 1, 159, 58, 56, 56
370, 1, 87, 153, 56, 56
371, 1, 85, 153, 56, 56
371, 1, 152, 62, 56, 56
372, 1, 154, 63, 56, 56
372, 1, 80, 158, 56, 56
373, 1, 158, 62, 56, 56
374, 1, 161, 67, 56, 56
374, 1, 73, 171, 56, 56
375, 1, 70, 172, 56, 56
376, 1, 157, 71, 56, 56
376, 1, 117, 39, 56, 56
376, 1, 63, 168, 56, 56
377, 1, 158, 72, 56, 56
377, 1, 118, 41, 56, 56
378, 1, 116, 43, 56, 56
378, 1, 159, 79, 56, 56
379, 1, 159, 81, 56, 56
379, 1, 114, 37, 56, 56
380, 1, 165, 80, 56, 56
380, 1, 125, 56, 56, 56
381, 1, 159, 84, 56, 56
382, 1, 160, 88, 56, 56
383, 1, 165, 97, 56, 56
384, 1, 174, 98, 56, 56
385, 1, 168, 106, 56, 56
386, 1, 170, 109, 56, 56
387, 1, 175, 108, 56, 56
388, 1, 175, 111, 56, 56
389, 1, 174, 112, 56, 56
390, 1, 181, 117, 56, 56
391, 1, 183, 123, 56, 56
392, 1, 178, 125, 56, 56
393, 1, 182, 135, 56, 56
393, 1, 137, 60, 56, 56
394, 1, 180, 138, 56, 56
395, 1, 182, 147, 56, 56
396, 1, 188, 153, 56, 56
397, 1, 184, 154, 56, 56
398, 1, 135, 62, 56, 56
398, 1, 183, 161, 56, 56
399, 1, 186, 167, 56, 56
400, 1, 128, 74, 56, 56
401, 1, 131, 76, 56, 56
401, 1, 195, 183, 56, 56
402, 1, 128, 79, 56, 56
402, 1, 194, 189, 56, 56
403, 1, 195, 186, 56, 56
403, 1, 124, 76, 56, 56
404, 1, 123, 82, 56, 56
404, 1, 163, 50, 56, 56
405, 1, 116, 82, 56, 56
405, 1, 198, 195, 56, 56
406, 1, 117, 86, 56, 56
407, 1, 117, 96, 56, 56
408, 1, 110, 94, 56, 56
409, 1, 110, 96, 56, 56
410, 1, 108, 97, 56, 56
411, 1, 101, 101, 56, 56
412, 1, 99, 103, 56, 56
412, 1, 152, 48, 56, 56
413, 1, 95, 109, 56, 56
414, 1, 89, 113, 56, 56
414, 1, 160, 69, 56, 56
415, 1, 91, 111, 56, 56
415, 1, 152, 55, 56, 56
416, 1, 90, 113, 56, 56
416, 1, 155, 63, 56, 56
417, 1, 158, 76, 56, 56
418, 1, 155, 64, 56, 56
419, 1, 159, 70, 56, 56
420, 1, 159, 73, 56, 56
421, 1, 119, 55, 56, 56
421, 1, 159, 79, 56, 56
422, 1, 161, 79, 56, 56
422, 1, 121, 55, 56, 56
423, 1, 120, 53, 56, 56
424, 1, 124, 76, 56, 56
425, 1, 121, 56, 56, 56
426, 1, 122, 58, 56, 56
426, 1, 74, 147, 56, 56
427, 1, 160, 87, 56, 56
428, 1, 78, 153, 56, 56
429, 1, 75, 157, 56, 56
429, 1, 161, 98, 56, 56
430, 1, 74, 164, 56, 56
430, 1, 161, 102, 56, 56
431, 1, 73, 168, 56, 56
431, 1, 161, 106, 56, 56
432, 1, 164, 108, 56, 56
432, 1, 74, 167, 56, 56
433, 1, 71, 173, 56, 56
433, 1, 163, 114, 56, 56
433, 1, 165, 65, 56, 56
434, 1, 164, 118, 56, 56
434, 1, 70, 181, 56, 56
435, 1, 164, 121, 56, 56
435, 1, 68, 184, 56, 56
436, 1, 166, 125, 56, 56
436, 1, 132, 179, 56, 56
437, 1, 166, 128, 56, 56
438, 1, 168, 131, 56, 56
438, 1, 63, 193, 56, 56
439, 1, 59, 195, 56, 56
439, 1, 167, 135, 56, 56
439, 1, 157, 39, 56, 56
440, 1, 172, 143, 56, 56
440, 1, 58, 197, 56, 56
440, 1, 160, 40, 56, 56
440, 1, 132, 175, 56, 56
