10, 1, 145, 94, 56, 56
11, 1, 143, 98, 56, 56
12, 1, 131, 96, 56, 56
21, 1, 158, 164, 56, 56
22, 1, 123, 134, 56, 56
23, 1, 127, 141, 56, 56
24, 1, 132, 144, 56, 56
25, 1, 122, 147, 56, 56
26, 1, 118, 145, 56, 56
27, 1, 123, 180, 56, 56
28, 1, 102, 128, 56, 56
29, 1, 97, 134, 56, 56
30, 1, 103, 134, 56, 56
31, 1, 155, 40, 56, 56
31, 1, 93, 140, 56, 56
32, 1, 150, 40, 56, 56
33, 1, 149, 40, 56, 56
34, 1, 149, 40, 56, 56
34, 1, 90, 153, 56, 56
35, 1, 87, 156, 56, 56
35, 1, 148, 42, 56, 56
36, 1, 148, 45, 56, 56
37, 1, 148, 45, 56, 56
38, 1, 154, 53, 56, 56
39, 1, 153, 54, 56, 56
39, 1, 77, 164, 56, 56
40, 1, 153, 57, 56, 56
40, 1, 73, 166, 56, 56
41, 1, 152, 61, 56, 56
41, 1, 61, 167, 56, 56
42, 1, 57, 169, 56, 56
43, 1, 152, 69, 56, 56
44, 1, 150, 70, 56, 56
45, 1, 151, 74, 56, 56
46, 1, 151, 76, 56, 56
47, 1, 154, 85, 56, 56
47, 1, 127, 31, 56, 56
48, 1, 146, 88, 56, 56
49, 1, 151, 91, 56, 56
50, 1, 153, 92, 56, 56
51, 1, 149, 103, 56, 56
52, 1, 147, 99, 56, 56
53, 1, 155, 107, 56, 56
54, 1, 156, 102, 56, 56
55, 1, 156, 112, 56, 56
56, 1, 154, 114, 56, 56
57, 1, 162, 107, 56, 56
59, 1, 159, 122, 56, 56
60, 1, 166, 120, 56, 56
61, 1, 164, 119, 56, 56
62, 1, 137, 40, 56, 56
63, 1, 138, 65, 56, 56
64, 1, 139, 38, 56, 56
65, 1, 195, 157, 56, 56
65, 1, 139, 70, 56, 56
66, 1, 140, 43, 56, 56
67, 1, 182, 144, 56, 56
68, 1, 143, 78, 56, 56
69, 1, 142, 45, 56, 56
70, 1, 150, 54, 56, 56
72, 1, 151, 60, 56, 56
73, 1, 152, 60, 56, 56
73, 1, 190, 167, 56, 56
74, 1, 150, 63, 56, 56
74, 1, 193, 179, 56, 56
75, 1, 155, 64, 56, 56
75, 1, 196, 183, 56, 56
