head0, 9, 36, 28
head0, 10, 36, 28
head0, 11, 36, 28
head0, 12, 36, 28
head0, 13, 36, 28
head0, 14, 36, 28
head0, 15, 36, 28
head0, 16, 36, 28
head0, 17, 36, 28
head0, 18, 36, 28
head0, 19, 36, 28
head0, 20, 36, 28
head0, 21, 36, 28
head0, 22, 36, 28
head0, 23, 36, 28
head0, 24, 52, 52
head0, 25, 36, 28
head0, 26, 36, 28
head0, 27, 35, 28
head0, 28, 35, 28
head0, 29, 35, 28
head0, 30, 35, 28
head0, 31, 35, 28
head0, 32, 35, 28
head0, 33, 34, 28
head0, 34, 34, 28
head0, 35, 36, 36
head0, 36, 34, 28
head0, 37, 36, 36
head0, 38, 34, 28
head0, 39, 34, 28
head0, 40, 34, 28
head0, 41, 34, 28
head0, 42, 34, 28
head0, 43, 36, 36
head0, 44, 36, 36
head1, 35, 228, 220
head1, 37, 228, 220
head1, 38, 232, 216
head1, 41, 216, 216
head1, 43, 196, 204
head1, 44, 228, 220
head1, 48, 228, 220
head1, 49, 228, 220
head1, 50, 228, 220
head1, 51, 232, 200
head1, 52, 228, 220
head1, 53, 228, 220
head1, 55, 232, 224
head1, 56, 232, 248
head1, 57, 228, 220
head1, 58, 228, 220
head1, 59, 228, 220
head1, 61, 228, 220
head1, 62, 228, 220
head1, 63, 228, 220
head1, 64, 232, 232
head1, 65, 228, 220
head1, 66, 228, 220
head1, 68, 228, 220
head1, 69, 232, 232
head1, 70, 232, 224
head1, 73, 228, 220
head1, 77, 228, 220
head1, 78, 228, 220
head1, 82, 232, 200
head2, 46, 100, 84
head2, 47, 100, 84
head2, 48, 104, 96
head2, 49, 104, 96
head2, 52, 100, 92
head2, 53, 100, 92
head2, 54, 104, 96
head2, 55, 100, 84
head2, 56, 100, 92
head2, 57, 104, 96
head2, 58, 104, 96
head2, 59, 100, 84
head2, 61, 100, 84
head2, 62, 96, 88
head2, 63, 104, 96
head2, 64, 100, 84
head2, 67, 100, 84
head2, 68, 104, 96
head2, 69, 100, 84
head2, 70, 100, 84
head2, 71, 104, 96
head2, 72, 104, 96
head2, 74, 100, 84
head2, 77, 100, 84
head2, 78, 104, 96
head2, 79, 100, 84
head2, 80, 100, 92
head2, 81, 100, 84
head2, 82, 104, 96
head2, 83, 104, 96
head2, 86, 100, 92
head2, 88, 100, 92
head2, 89, 104, 96
head2, 90, 104, 96
head2, 91, 100, 84
head2, 92, 100, 84
head2, 93, 104, 96
head2, 94, 104, 96
head2, 96, 100, 92
head2, 97, 100, 92
head2, 98, 100, 84
head2, 99, 104, 96
head2, 100, 100, 84
head2, 102, 100, 84
head2, 103, 104, 96
head2, 104, 100, 84
head2, 105, 100, 84
head2, 106, 100, 84
head2, 107, 100, 84
head2, 108, 104, 96
head2, 109, 104, 96
head2, 110, 100, 92
head2, 113, 100, 84
head2, 114, 104, 96
head2, 115, 100, 84
head3, 95, 228, 220
head3, 96, 228, 220
head3, 97, 228, 220
head3, 99, 228, 220
head3, 101, 232, 224
head3, 103, 228, 220
head3, 106, 228, 220
head3, 108, 228, 220
head3, 109, 228, 220
head3, 110, 208, 216
head3, 111, 228, 220
head3, 113, 228, 220
head3, 114, 228, 220
head3, 116, 228, 220
head3, 117, 228, 220
head3, 121, 232, 224
head3, 124, 232, 224
head3, 125, 228, 220
head3, 126, 228, 220
head3, 127, 228, 220
head3, 129, 228, 220
head3, 130, 228, 220
head3, 131, 228, 220
head3, 132, 232, 200
head3, 133, 228, 220
head3, 135, 228, 220
head3, 136, 228, 220
head3, 139, 232, 224
head3, 140, 228, 220
head3, 141, 228, 220
head3, 142, 228, 220
head3, 143, 232, 224
head3, 144, 228, 220
head3, 145, 228, 220
head3, 146, 232, 224
head3, 147, 228, 220
head3, 148, 236, 236
head3, 150, 228, 220
head3, 151, 228, 220
head3, 153, 228, 220
head3, 154, 228, 220
head3, 156, 228, 220
head3, 157, 240, 240
head3, 158, 228, 220
head3, 159, 228, 220
head3, 161, 232, 216
head3, 163, 232, 224
head3, 164, 236, 236
head3, 165, 228, 244
head3, 166, 240, 232
head3, 167, 232, 224
head4, 134, 100, 84
head4, 138, 100, 84
head4, 139, 100, 84
head4, 140, 104, 96
head4, 141, 104, 96
head4, 142, 100, 92
head4, 143, 100, 84
head4, 144, 104, 96
head4, 145, 104, 96
head4, 146, 100, 92
head4, 147, 100, 92
head4, 148, 104, 96
head4, 149, 100, 84
head4, 151, 92, 76
head4, 152, 100, 84
head4, 153, 96, 96
head4, 154, 96, 96
head4, 157, 100, 84
head4, 162, 100, 84
head4, 163, 100, 84
head4, 164, 100, 84
head4, 165, 96, 80
head4, 166, 96, 96
head4, 167, 100, 92
head4, 168, 100, 84
head4, 169, 100, 84
head4, 170, 100, 84
head4, 171, 100, 84
head4, 172, 100, 84
head4, 173, 104, 96
head4, 174, 104, 96
head4, 177, 100, 76
head4, 178, 100, 84
head4, 179, 100, 84
head4, 180, 104, 96
head4, 181, 96, 88
head4, 182, 92, 76
head5, 174, 228, 220
head5, 175, 228, 220
head5, 176, 208, 216
head5, 177, 228, 220
head5, 179, 228, 244
head5, 182, 228, 220
head5, 184, 232, 200
head5, 185, 228, 220
head5, 186, 236, 236
head5, 187, 232, 248
head5, 188, 232, 248
head5, 189, 228, 220
head5, 191, 228, 220
head5, 192, 208, 216
head5, 196, 168, 232
head5, 197, 228, 220
head5, 199, 228, 220
head5, 200, 232, 232
head5, 201, 228, 220
head5, 205, 228, 220
head5, 206, 232, 216
head5, 208, 232, 216
head5, 212, 228, 220
head5, 213, 236, 236
head5, 216, 228, 220
head5, 218, 232, 216
head5, 219, 228, 220
head5, 220, 228, 220
head5, 221, 232, 200
head5, 222, 228, 220
head5, 223, 228, 244
head5, 224, 232, 248
head5, 225, 232, 248
head5, 226, 236, 244
head5, 228, 228, 220
head5, 229, 208, 216
head5, 230, 228, 220
head5, 231, 236, 236
head5, 232, 240, 232
head5, 233, 228, 220
head5, 234, 228, 220
head5, 235, 228, 220
head5, 236, 232, 216
head5, 237, 228, 220
head5, 238, 228, 220
head5, 239, 228, 220
head5, 241, 228, 220
head5, 242, 228, 220
head5, 243, 240, 232
head5, 244, 232, 248
head5, 246, 228, 220
head5, 249, 228, 220
head5, 250, 232, 232
head5, 251, 228, 220
head5, 252, 228, 220
head5, 253, 216, 216
head5, 256, 192, 200
head5, 259, 228, 220
head5, 261, 228, 220
head5, 262, 224, 216
head5, 263, 232, 224
head5, 264, 228, 244
head5, 265, 228, 244
head5, 266, 232, 224
head5, 269, 232, 224
head5, 270, 236, 236
head5, 272, 236, 228
head5, 275, 232, 224
head5, 276, 224, 224
head5, 277, 228, 220
head5, 279, 228, 220
head5, 280, 232, 200
head6, 255, 36, 28
head6, 257, 36, 28
head6, 258, 36, 28
head6, 259, 36, 28
head6, 260, 36, 28
head6, 261, 36, 28
head6, 262, 36, 28
head6, 263, 36, 28
head6, 264, 36, 28
head6, 265, 36, 28
head6, 266, 36, 28
head6, 267, 36, 28
head6, 268, 36, 28
head6, 269, 36, 28
head6, 270, 36, 28
head6, 271, 36, 28
head6, 272, 36, 28
head6, 273, 36, 28
head6, 274, 36, 28
head6, 275, 36, 28
head6, 276, 36, 28
head6, 277, 36, 28
head6, 278, 36, 28
head6, 281, 36, 28
head7, 243, 324, 28
head7, 245, 324, 28
head7, 246, 326, 28
head7, 247, 326, 28
head7, 248, 324, 28
head7, 249, 324, 28
head7, 250, 326, 28
head7, 251, 326, 28
head7, 252, 324, 28
head7, 253, 324, 28
head7, 254, 324, 28
head7, 255, 326, 28
head7, 256, 326, 28
head7, 257, 324, 28
head7, 258, 324, 28
head7, 259, 326, 28
head7, 260, 326, 28
head7, 261, 324, 28
head7, 262, 324, 28
head7, 263, 326, 28
head7, 264, 326, 28
head7, 265, 324, 28
head7, 266, 324, 28
head7, 267, 326, 28
