68, 1, 185, 181, 56, 56
69, 1, 184, 179, 56, 56
70, 1, 186, 173, 56, 56
72, 1, 183, 174, 56, 56
73, 1, 181, 169, 56, 56
74, 1, 182, 168, 56, 56
75, 1, 183, 162, 56, 56
76, 1, 180, 160, 56, 56
79, 1, 171, 155, 56, 56
80, 1, 174, 159, 56, 56
81, 1, 169, 156, 56, 56
84, 1, 163, 147, 56, 56
85, 1, 160, 169, 56, 56
86, 1, 160, 150, 56, 56
87, 1, 157, 146, 56, 56
88, 1, 153, 167, 56, 56
89, 1, 154, 142, 56, 56
90, 1, 151, 142, 56, 56
91, 1, 151, 139, 56, 56
92, 1, 150, 140, 56, 56
93, 1, 151, 136, 56, 56
94, 1, 177, 197, 56, 56
95, 1, 143, 136, 56, 56
96, 1, 139, 132, 56, 56
97, 1, 137, 135, 56, 56
98, 1, 133, 131, 56, 56
99, 1, 136, 129, 56, 56
100, 1, 132, 129, 56, 56
101, 1, 129, 126, 56, 56
102, 1, 129, 124, 56, 56
103, 1, 128, 125, 56, 56
104, 1, 128, 122, 56, 56
105, 1, 238, 192, 56, 56
109, 1, 130, 119, 56, 56
110, 1, 126, 117, 56, 56
110, 1, 152, 194, 56, 56
111, 1, 128, 114, 56, 56
112, 1, 129, 110, 56, 56
113, 1, 132, 114, 56, 56
114, 1, 119, 130, 56, 56
115, 1, 135, 110, 56, 56
116, 1, 141, 134, 56, 56
117, 1, 161, 180, 56, 56
118, 1, 140, 103, 56, 56
118, 1, 164, 183, 56, 56
119, 1, 138, 103, 56, 56
120, 1, 138, 100, 56, 56
121, 1, 141, 93, 56, 56
121, 1, 163, 177, 56, 56
122, 1, 140, 97, 56, 56
123, 1, 144, 92, 56, 56
123, 1, 161, 173, 56, 56
123, 1, 266, 161, 56, 56
124, 1, 142, 88, 56, 56
124, 1, 259, 156, 56, 56
125, 1, 144, 88, 56, 56
126, 1, 145, 80, 56, 56
127, 1, 148, 83, 56, 56
127, 1, 255, 146, 56, 56
128, 1, 252, 150, 56, 56
128, 1, 54, 170, 56, 56
128, 1, 145, 77, 56, 56
129, 1, 147, 80, 56, 56
129, 1, 251, 143, 56, 56
130, 1, 146, 74, 56, 56
131, 1, 150, 77, 56, 56
132, 1, 150, 71, 56, 56
133, 1, 150, 66, 56, 56
134, 1, 146, 90, 56, 56
135, 1, 149, 146, 56, 56
136, 1, 137, 85, 56, 56
137, 1, 144, 115, 56, 56
138, 1, 246, 130, 56, 56
138, 1, 148, 112, 56, 56
139, 1, 146, 53, 56, 56
140, 1, 148, 72, 56, 56
141, 1, 237, 125, 56, 56
141, 1, 140, 68, 56, 56
142, 1, 144, 42, 56, 56
142, 1, 145, 97, 56, 56
143, 1, 143, 93, 56, 56
144, 1, 138, 91, 56, 56
144, 1, 234, 122, 56, 56
145, 1, 144, 89, 56, 56
146, 1, 139, 48, 56, 56
146, 1, 220, 150, 56, 56
146, 1, 137, 117, 56, 56
146, 1, 185, 189, 56, 56
147, 1, 140, 82, 56, 56
147, 1, 215, 150, 56, 56
148, 1, 227, 117, 56, 56
148, 1, 138, 77, 56, 56
149, 1, 132, 39, 56, 56
150, 1, 132, 110, 56, 56
151, 1, 133, 107, 56, 56
151, 1, 221, 121, 56, 56
152, 1, 137, 69, 56, 56
152, 1, 93, 194, 56, 56
153, 1, 94, 192, 56, 56
153, 1, 136, 123, 56, 56
153, 1, 144, 38, 56, 56
154, 1, 95, 191, 56, 56
154, 1, 239, 105, 56, 56
155, 1, 96, 187, 56, 56
156, 1, 90, 181, 56, 56
156, 1, 135, 108, 56, 56
157, 1, 94, 176, 56, 56
157, 1, 208, 116, 56, 56
158, 1, 144, 55, 56, 56
158, 1, 206, 115, 56, 56
159, 1, 145, 52, 56, 56
160, 1, 93, 177, 56, 56
160, 1, 197, 108, 56, 56
160, 1, 122, 66, 56, 56
161, 1, 95, 170, 56, 56
161, 1, 196, 108, 56, 56
162, 1, 193, 108, 56, 56
162, 1, 119, 79, 56, 56
163, 1, 96, 165, 56, 56
163, 1, 193, 108, 56, 56
163, 1, 119, 76, 56, 56
164, 1, 192, 106, 56, 56
164, 1, 97, 163, 56, 56
164, 1, 148, 39, 56, 56
165, 1, 270, 98, 56, 56
165, 1, 184, 103, 56, 56
165, 1, 134, 87, 56, 56
166, 1, 189, 104, 56, 56
166, 1, 134, 107, 56, 56
167, 1, 269, 97, 56, 56
168, 1, 105, 160, 56, 56
168, 1, 186, 103, 56, 56
168, 1, 196, 168, 56, 56
169, 1, 106, 158, 56, 56
169, 1, 63, 181, 56, 56
169, 1, 184, 101, 56, 56
170, 1, 105, 157, 56, 56
170, 1, 193, 166, 56, 56
171, 1, 108, 155, 56, 56
171, 1, 256, 97, 56, 56
171, 1, 180, 131, 56, 56
171, 1, 172, 62, 56, 56
172, 1, 183, 96, 56, 56
172, 1, 103, 148, 56, 56
172, 1, 256, 97, 56, 56
173, 1, 112, 147, 56, 56
173, 1, 180, 95, 56, 56
173, 1, 254, 97, 56, 56
174, 1, 106, 148, 56, 56
174, 1, 189, 155, 56, 56
174, 1, 251, 97, 56, 56
174, 1, 71, 177, 56, 56
174, 1, 168, 55, 56, 56
175, 1, 112, 143, 56, 56
175, 1, 48, 126, 56, 56
175, 1, 250, 97, 56, 56
175, 1, 170, 62, 56, 56
176, 1, 112, 145, 56, 56
176, 1, 180, 90, 56, 56
176, 1, 74, 174, 56, 56
176, 1, 248, 105, 56, 56
177, 1, 113, 139, 56, 56
177, 1, 72, 170, 56, 56
177, 1, 56, 122, 56, 56
178, 1, 113, 142, 56, 56
178, 1, 73, 174, 56, 56
178, 1, 204, 121, 56, 56
178, 1, 244, 97, 56, 56
178, 1, 173, 86, 56, 56
179, 1, 116, 137, 56, 56
179, 1, 73, 169, 56, 56
179, 1, 244, 99, 56, 56
179, 1, 180, 83, 56, 56
180, 1, 173, 79, 56, 56
180, 1, 113, 137, 56, 56
180, 1, 73, 169, 56, 56
180, 1, 193, 142, 56, 56
181, 1, 76, 170, 56, 56
181, 1, 114, 131, 56, 56
181, 1, 177, 74, 56, 56
181, 1, 239, 104, 56, 56
181, 1, 188, 141, 56, 56
182, 1, 176, 78, 56, 56
182, 1, 111, 130, 56, 56
182, 1, 240, 106, 56, 56
182, 1, 190, 140, 56, 56
183, 1, 83, 169, 56, 56
183, 1, 115, 129, 56, 56
183, 1, 172, 76, 56, 56
183, 1, 196, 139, 56, 56
184, 1, 172, 75, 56, 56
184, 1, 111, 127, 56, 56
184, 1, 79, 167, 56, 56
184, 1, 235, 106, 56, 56
184, 1, 6, 139, 56, 56
185, 1, 85, 172, 56, 56
185, 1, 117, 124, 56, 56
185, 1, 176, 80, 56, 56
185, 1, 189, 134, 56, 56
186, 1, 88, 174, 56, 56
186, 1, 111, 118, 56, 56
186, 1, 234, 105, 56, 56
